"Review","Review_rating"
"Kia Seltos is yet to hit the Indian Roads, but it already promises to be the best in its class. Kia Seltos stunning design and sporty looks are gonna impress the Indian car buyers and will definitely be the best selling car in the market. KIA is offering the latest technology in its car at an affordable price to compete against its rivals. Kia Selt...Read More",5
"Kia Seltos looks Amazingly rugged. The headlights and shoulder line gives a masculine look. Its front grill is oozing with an appeal while the alloy design is awesome.
",5
"Kia Seltos looks brilliant for sure it il rock the SUV segment, with a lot of features. The design is nice in this budget range.
",5
"Kia Seltos is a great Car, the brand has covered every aspect and has done a great job with terms to design, features, interiors. The best part is the pricing which I consider a big plus, as the majority of us are looking for cars which are in the range of 10 lakhs to 15 lakhs. Decent Car, Great Features and Perfect Pricing.
Read More",5
"Kia is a stunning stylishly designed Midsize SUV. At the price that it is offered, it is way better than Audi & BMW. The features offered in KIA are world class and are the latest technology. KIA has done an excellent job in making and launching its first car in the Indian market. KIA Seltos is definitely gonna be the best SUV in its class
Read More",5
"Kia Seltos must be the revolutionary company in the Indian automobile market.
",5
"Kia Seltos is a very good SUV in India, very nice look Exterior and very good design company. It works best. 
",4
"Overall Kia Seltos is looking killer. Best rival in the market for kicks and Creta. Loved the car. Functions and look.
",5
"The car really has elegant looks. It has extraordinary features and specifications with great technology. Kia will truly take the market of the SUV segment.
",4
"This is a nice car. The features are amazing. The looks are great. 
",5
"Everything is just marvellous about this SUV... will capture the market in 2yrs. The exterior is looking compact and stylish.. a fresh feel is there in comparison to Creta which the people have become used to. Kia has done well not going for bigger size like harrier or hector which should make it more fun to drive and economic. Interiors, and featu...Read More",5
"Kia Seltos certainly belongs to a next-gen SUV lineup coming to India. I wonder of how it's body strength, and structural capacity shall place it in the safety and security segment, all the features and design and power is eagerly welcomed, but body strength is of utmost importance.
Read More",4
"The stunning looks will attract the customers and there are all chances of getting a quick hit among the Indians. The safety and comfort are blended proportionately without neglecting aesthetics of compact SUV. The car would set the new standards in the Indian auto industry.
Read More",4
"Mind-blowing car by Kia Motors. This car will capture Indian market.
",5
"The looks of the car are amazing with good ground clearance and great mileage.
",5
"Superb looking car and future excellent color options and the interior was interesting it's better than all his segment Get it into lunch early in this year on roads dashing design super lights cubed like headlights no words to say Kia is fantastic job to create this car amazing future in India 
Read More",5
"I want to buy this car because I love this car. I searched for all those specifications of this car...It has awesome features.
Read More" 2
"Kia Seltos is the best of all choice best looks most comfortable with a row with a pair of Ac many options for costume the car it looks like a German car low price on-road and Indias first builtin air purifiers, rear Ac control and the back storage space is lot more than enough best for its price point and the looks are just incredible
Read More" 5
"Kia Seltos has great design with great features. The car is good for Indian roads. It has good cabin management.
" 5
"Kia Seltos is the best in the class car with full of features. This car is value for money.
" 5
"Kia Seltos is a very good car, people should but this car. The touchscreen of the car is awesome.
" 5
"Kia Seltos is a cool car with tough and real features. Though it is a new car but has set up its legs in the worlds of cars.
" 5
"Kia Seltos - Too much hype for a 1500 cc car. It price gap between the base and top model are incomparable.
" 1
"Kia Seltos is not for the Indian market. I think so but it's the price for Indian market are so relevant that's why some people are going to purchase
" 1
"I booked the Kia Seltos but now I change my mood because of pricing. It's a new company & there is no comparison with MG & Harrier Because Both SUV has more space than Kia Seltos.
Read More" 2
"Kia Seltos has launched the car that every Indian was eagerly waiting for. With top-class features that customers expect in their car for the price they pay. Afterall the best entry-level premium car with Headsup display,360°camera, blindspot viewing camera. And the last one is the design of the car which is the best one.
Read More" 5
"I think Kia Seltos is the best car in its segment and sets a benchmark in its segment. It gathers amazing sales number i.e. 32000 units in just 6 weeks. It has got a very nice or say very much enthusiastic 1.4l petrol engine. It also got a 1.5l diesel and petrol models having a great amount of power and torque figures. This car also sets a benchmar...Read More" 4
"The Kia Seltos is well turned out and what makes it really attractive is the level of detailing on the outside. There's a bejeweled look to its LED headlights and adding a dose of bling to the front is the unique LED strip that lines the top of the grille. Look closely and you'll even see a very premium knurled finish on the grille's chrome surroun...Read More" 5
"Only top-end models have some features which too are overpriced. Also, they don't have GTX+ in automatic, that can offer all the features. Some high-end models miss ventilated seats, some miss 360 camera. They do not have a model which offers everything in spite of confusing model lineup. The top-end model currently on offer is way inferior to the ...Read More" 1
"Kia Seltos is value for money car and has good features. The car is more price worthy as compared to its rivals. It has a unique white interior option.
" 5
"Most of the reviews for Kia Seltos are based on looks or options of features. Very few actual users. I didn't like the display which seems to be a misfit in place. The back seat could have been a bit more supportive. The reviews are seems to overrate.
Read More" 3
"Kia Seltos is the best car in its segment had good experience in a test drive. Already booked and now waiting for delivery of the Car.
" 5
"Kia Seltos is value for money, it gives simply superb Smooth driving. Overall its a good SUV in the market.
" 5
"Kia Seltos is a very nice car with great colors. It has good ground clearance and interiors.
" 5
"Kia Seltos is the best-budgeted car for the middle-class family.
" 5
"I was looking for a small car as I already have a Toyota Fortuner so wanted to get a smaller version of SUV. Kia is totally a sibling of Hyundai it offers loads of features which are uncountable, above all priced at such a competitive price is the best thing done by Kia. One thing I would like to tell that rather the mg is also a good option but th...Read More" 5
"Kia Seltos is the car best under 20lac segment. The market-leading, best of best design and a luxury class sporty interior all makes the seltos the best car to buy, if your budget is under 20lacks. Better than the Creta. Has a very good road presence looks even better than many cars on the road and seltos will make you feel like the boss of the roa...Read More" 5
"Kia Seltos - Kia the name itself is enough to buy the Kia Seltos. In India, it might be a new name but globally its a well-established brand, so if you like the car don't think twice about buying Kia Seltos. There are 3 engine option, two petrol and one diesel and let me tell you whichever engine you'll pick you won't be disappointed. I had driven ...Read More" 4
"Exceptionally, Kia Seltos is a well-designed car in its class. Hoping a better after purchase experience, Bose 8 speakers experience is amazing, especially with the foldable rear seats, just makes it up for a perfect Sunday ride of the city.
Read More" 5
"Kia Seltos - HTED and HTKD diesel variant have a price difference of  2 lakh whereas HTE and HTK petrol version only 50k difference for same feature difference is clear, the company are cheating on people.
Read More" 1
"Kia Seltos - Making fool if you compare the base model to top model, price is almost double and looking to the current scenario we neither ignore safety nor avoid upgraded technology and in such case few better options are available.
Read More" 2
"Kia Seltos is so beautiful & new generation choice car. Seats are much comfortable.
" 4
"I am very surprised with Kia Seltos and I love Kia Seltos, amazing feature, exteriors.
" 5
"Kia Seltos is a well built car. The engine of the car gives good performance.Digitally equipped interior. 
" 4
"Kia Seltos is very nice car overall its comparison to Mercedes glc200 it's very comfortable and very efficient.
" 5
"Review" "Review_rating"
"Kia Seltos is a great overall package which has a bundle of features and most of these are great utility features like blind-spot, monitor view, wireless phone charging, a head-up display, air purifier and luxury features like sunroof, bigger screen, bose speakers, with a sporty turbo engine which is a big wow. It also gets 6 airbags and high stren...Read More" 5
"Kia Seltos is just a hype. Who wants these unending gizmos. It's a car not worth the price. Moreover, the way Kia has handled clients, booking process, brochures etc are all worst experience. Look at the cheap doors, inside lock buttons etc they're way too substandard. Better stay away from such a product.
Read More" 1
"Kia Seltos has very good features and very good driving experience, its also have a good sound system and also have a good quality internal system and also have good quality seats and very good touch screen display and have a good quality navigation system and also have a good rear seating experience overall it's a very good car.
Read More" 5
"Kia Seltos contains many luxurious features like bose speakers, ambient light, temperature control, etc. It looks amazing than mg hector. For me its the best SUV in comparison to hector and Creta.
Read More" 5
"Kia Seltos is the best car in its segment. Car is available at an affordable price and loaded with amazing features. It gives tiger look from the front. Can't get a better deal at this price.
Read More" 5
"Kia Seltos is only hype, for me, it's just a waste and we should also explore other brands like Hyundai, Tata. Highly disappointed with the price of this car.
" 1
" Kia Seltos is a very nice car. I recommend this car to everyone.
" 5
"Kia Seltos is a powerfull SUV But Price Is too high even a Person can buy full-size SUV like mg Hector. The GT variant is too much power to drive.
" 5
" Kia Seltos is very attractive by its looks and design. The red colour of the Kia Seltos is one of the best.
" 5
"Kia Seltos is one of the best cars in this segment. But Hyundai Creta is leading in India in this segment.
" 2
"Kia Seltos is an excellent car but interior, particularly the plastic and leather used, are not up to the mark. The dashboard and door interior plastic are not worth. It does not match with the car of 15-16 lacs. The bottle holder plastic is not at all good. Feature-wise Kia Seltos is better than any car in its variant.
Read More" 4
"Kia Seltos is a wow car. My expectation is that this thing's going to hit the SUV segment with a big impact. Now the competition has become really tough. This SUV comes with many power-packed features which are first in segment. This makes it stand out from other rivals. Only thing I doubt is about the aftersales service and all. If thats also good...Read More" 4
"Kia Seltos is an exceptionally well-designed car in its class. hoping a better after purchase experience, Bose 8 speakers experience is amazing, especially with the foldable rear seats, just makes it up for a perfect Sunday ride off the city. Most of the hippies would understand what I mean ;)
Read More" 5
"Kia Seltos is an excellent car but interior, particularly the plastic and leather used, are not up to the mark. The dashboard and door interior plastic are not worth. It does not match with the car of 15-16 lacs. The bottle holder plastic is not at all good. Feature-wise Kia Seltos is better than any car in its variant. 
Read More" 4
" 

Kia Seltos is an amazing car, which has a good pick up and very comfortable to drive. Looks of the car are amazing. Good exterior and most important it's LED highlights are great.
Read More" 5
"Kia Seltos is best ever in segment SUV provided by Kia. Now other car companies need to think and bring any product in the market to compete for the car in all performa . This product sets line really high for other competitors. I brought the Kia Seltos near about 4 days ago and I can simply say I like it other than any car.
Read More" 5
"Kia Seltos is nice spacious car also and it has very nice features such as back cameras exactly the companies are doing many good things for us so that we can give nice sales to them so we should try to buy this cause.
Read More" 4
"Kia Seltos features are marvellous at this price range. what should I tell you about the looks seriously its speechless, headlamps and a body design like beauty, it seems to smash all the SUV in the market and also gave a precious welcome to Kia cars in India.
Read More" 5
"Kia Seltos is awesome car. I just loved the stylish looks of the car. It is the best compact SUV in the Indian market.
" 5
" Kia Seltos is the best car in the segment. It has better interiors, best music system. Looks of this car are better than other cars in this segment.
" 3
"Great start-up in India by the KIA with Seltos as the most smooth ride but not in Indian condition road as the suspension would be done better and hope so the durability of the car functions will stay last longer. It might work till 5-6 years with the surprisingly low maintenance. 
Read More" 5
"Kia Seltos is a very good car. It is very comfortable to ride and it comes with advance technology.
" 5
"The best car in this price range more features than MG Hector, Hyundai Venue far better engine, best audio system in this segment.
" 5
"It's a very excellent car. It's interior design and exterior design are best and it's looking so shining
" 5
"Nice Car with amazing looks and the variants are very spacious available at an affordable price range.
" 5
"Everything about the car is excellent. There are multiple features that are first in class and icing on the cake is price.
" 5
"The GT Line is worth waiting. It should beat mg Hector in additional features. The best engine for better performance.
" 5
"Everything about the car is excellent. There are multiple features that are first in class and icing on the cake is price.
" 5
"Excellent automobile sure will rock. But a moon roof option also would be a great thought if they offer in other variants which do not have a sunroof.
" 5
"Great Specs with first in segment features like Bose sound system and built-in air purifier, heads up display.
" 5
"Review" "Review_rating"
"Specs are really beautiful, particularly 360° camera, purifier, 17\" wheels, 10.25\" tab, and of course the price. Reclining seats to add to comfort at the back and 7 spead dct. We love the car and it has connecting to the service. We are waiting for to take delivery
Read More" 5
"This is an amazing car with good features. The safety features are very good. Overall a nice car in the segment. 
 
" 4
"Pricing for diesel is awful, the first variant difference in petrol and diesel is just 30,000 and from the second variant onwards the difference gets to Rs.1,00,000. Conclusion: just keep starting price cheap this has been done by Kia. Comparing the price of the last variant it is the most expensive car in this segment.
Read More" 2
"Each and every part is detailed at its best. Come with lots of features which aren't available in another vehicle of the same price range. Better than Creta.
" 5
"Well, I like this car in this segment :). Because of its new features and BS6 engines. And it's auto-connect technology and many other new features.
" 5
"I think that this is a wonderful car. It is a perfect car for India and its also good at offroad driving and it is also a budget car.
" 5
"I think Kia has done a beautiful job by designing this beautiful sporty finish car. It is the best car in this segment. It is also a value for money package. Kia Seltos automatic transmission has the best driving experience. 
Read More" 5
"I like this car, Kia Seltos in this segment. Because of its new features and BS-6 engine. And it's auto-connect technology. And many other new features.
" 5
"Kia Seltos is one of the best in its segment to buy this beauty I liked it very much excellent car. I am gonna buy this one soon.
" 5
"Kia Seltos is not up to the expectations. just too many engine options, the features were exaggerated too much prior to launch.
" 3
"Based on assumptions provided the facts, it is best understood that KIA is offering around 35 ply features which No Car manufactures had offered so far and this is best in Industry. I prefer to buy one in Launching period itself especially when we hear that Industry is facing a shut down in all segments like Honda, Hyundai, Maruthi etc.
Read More" 4
"Kia Seltos is a good and comfortable car. Car is value for money. The built quality of the car is solid with a good pick up power. Very spacious car as 5 people can sit easily. Features like lights, music system, ventilated seats are just awesome. Everything in Kia Seltos is up to the mark.
Read More" 5
"Kia Seltos is an awesome and mind-blowing car at this price point. It has kicked up the Hyundai Creta in terms of features and design. It has many unique features like heads up display and electrically adjustable seats. Kia has launched its first car in India in a very adequate price which will raise the KIA.
Read More" 5
"I would personally recommend Kia Seltos, after trying the Jeep Compass. Kia Seltos is truly amazing in performance and looks compared to MG Hector and Tata Harrier. If you want to go for a mid-size Luxurious SUV, Kia Seltos is a perfect choice.
Read More" 5
"Reasonably priced, worth paying!! The first car in this price segments to offer world-class features, no other car is offering, of course, MG Hector is also a big competitor as MG too is loaded with features, but lags too, India is counting on Seltos high, hope it stands tall in long run too. With its widest service networks and customer service, S...Read More" 5
"Best in class SUV .. buying 1 soon this month & wish all people who are behind the success of this beautiful TIGER!!
" 5
"I think this is the best car in comparison to other companies. It provides all the basic feature in its base model.
" 5
"Kia Selto is a nice and wonderful car. This is a future car for small family nice interior design and fixtures and quality also nice. Exterior design is awesome.
" 5
"Best ever SUV I ever drive. With great latest features especially the UV technology .. And fog lamps are very attractive and eye-catching .. And led DRls are eye-catching and stunning look...
Read More" 5
"Kia is a new company. It has launched its new car Seltos in India. Features of the car are good. Mainly the sound and lights. And the engine's space is also good.
" 1
"Took a test drive of Kia Seltos. Car is not so great. Looks are very good but the built quality is average. Handling was not smooth. The diesel engine is not refined as it makes a lot of noise. Poor cabin insulation. Brand new show piece car window operation was making noise! Please don't go by hype. Take a test drive. Experience the product, compa...Read More" 5
"I took the test drive of the Kia Seltos GT model and I must say I fell in love with it. The interiors perfectly matched with the exteriors, the screen, the overall look, and features are just bliss. It's a must-have a car for the SUV lovers and trusts me you won't regret your decision given the loaded vehicle which comes at such an affordable price...Read More" 5
"Based on assumptions provided the facts, it is best understood that Kia Seltos is offering around 35 ply features which No Car manufactures had offered so far and this is best in Industry. I prefer to buy one in Launching period itself especially when we hear that Industry is facing a shut down in all segments like Honda, Hyundai, Maruthi, etc. 
Read More" 4
"Kia Seltos - Don't go with the hyp! Kia was crowned as a poor man's car. In India, it is showcasing as a premium car. Fit and finish is not as good as Tata harrier. Noisy cabin, cheap plastic is used. However, it deserves 3 stars for its look. In this price range, you can choose Tata harrier without having a second thought.
Read More" 2
" 

Kia Seltos is looking amazing and features like sunroof, alloy wheels, tail light, front LED headlamp makes this car awesome.
" 5
"Price bracket for Kia Seltos is too large. The base model is 9.69 and the top one is 15.99. Price of base and is cool. And specification doesn't vary too much. Only some additional features like Sunroof, alloy wheels, hud, and some other small features are different. So its a huge price gap between base and top.
Read More" 1
"Kia Selto is a super car and has good mileage and good boot space.
" 5
"Kia Seltos has amazing features with great looks. Car is very stylish in comparison with other SUV segment cars. It is a good option of SUV lover's.
" 5
"Kia Seltos is an amazing, ultimate car and most wonderful car. The exteriors and interiors are gorgeous.
" 5
"Kia Seltos looks like KIng of Road. Totally satisfied with this car. Fully features loaded car it is.

 
" 5
"Review" "Review_rating"
"Kia Seltos is an excellent car with excellent features. It has powerful A.C., great cabin space with impressive 1.4ltr GT petrol engine.
" 5
"Nice car,  Kia did an outstanding job making this car reliable and most superior for Indian market it really showed the future of modern mobility with its internet features along with the worlds first built in-car air purifier. It takes the lead and it is seriously going to be trust by every Indian.
Read More" 5
"Worst experience with Kia Seltos, there is no drive modes in diesel automatic and not good safety features like airbags as it gives only 2 airbags in the top diesel model. Tata Harrier is giving 6 airbags.
Read More" 2
" 

Kia Seltos's design and specifications are amazing. Kia Seltos is available at an affordable price. Hope one day I will buy this car. Welcome to India Kia Altos.
" 5
"Kia Seltos price is too high if the top variant can below 16 lakh then it could be no.1. car in the segment. Desperately now hector will be no1 and Tata harrier is no2 and Kia Seltos is no 3 position.
Read More" 1
"I agree there are good features in Kia Seltos. New car of KIA but the price according to the product is very high, specification in the Diesel top end in which several features are also missing.
Read More" 3
"Kia Seltos is a very good car with good design. Features of the car made it more comfortable. Car is avilable at an affordable price that a middle class family can buy it. This is my dream car.
Read More" 5
"Kia Seltos is a good car for the family. The car has solid built quality.
" 5
"Kia Seltos is an excellent car but lower variants should offer the same setup of lights as the top model otherwise outstanding car. It is a threat to Hyundai Creta.
" 4
"Kia Seltos is an excellent looking car with great features.
" 5
"After looking at 5 star hype on internet of Kia Seltos, today I took test drive for KIA seltos. Simply not super almost like Breeza design n same built quality. About interiors only top end has Bose Speakers other variants have normal ones. No cold glove box or light even in top end Seltos. Most of the parts are not imported and manufacture in AP t...Read More" 1
"It is the most luxurious and functional car. I had a test drive of this car, it was so silent to drive. I am impressed by the drive. And I also would like to thank the one who designed such a beautiful car.
Read More" 5
"The car is very attractive and bold. It is better than MG Hector and is available at a more cheaper price. I love this car.
" 5
"Kia Seltos is a total disappointment for AMT buyers as HTX & GTX variant costs 18-18.5lakh on-road Mumbai (HTK+ variant Doesn't justify its 15lakh on-road Mumbai price tag). Better to opt for Creta AMT & save a lakh or wait for Tata harrier AMT & save some funds meanwhile.
Read More" 1
"Don't just go by books and promises. I seriously doubt automatic versions of Kia Seltos as mileage claimed versus actual performance may have a huge difference. I suspect that diesel won't give more than 10-11 km/l and petrol won't go beyond 9 km/l.

 

 
Read More" 3
"Kia Seltos is best in its segment. Both the exterior and interior looks are amazing. On the basis of the price, we can say it is the best SUV in the Indian market.
" 5
"Kia Seltos has really good looks. It has the best performance in its segment. Great Interiors and design as well. 
" 5
"Car is amazing, it is the first car with an inbuilt air purifier, it has a beautiful interior. The alloys are super cool and also it has a very powerful engine.
" 5
"Its amazing production is done by MG motor. Just loved it, at first sight, i will take it first ride as soon as possible.
" 5
"This car has superb design and mileage could not be better than this. It has a rear design. In terms of design, it resembles Creta a little. 
" 5
"Its Amazing and good looking SUV in this price range and its interior design is amazing and outer look is fabulous love it.
" 5
"Nice car with super loaded features and both interior and exterior looking good. The car is fabulous, I really like this car.
" 5
"Kia Seltos has great exterior and interior and it is the best car in this segment which you will get at a less price.
" 5
"The car comes in really good and amazing looks. You will get a great car at a low price.
" 5
"Kia is a good car with best features. And built-in with high performance. Comes with bose audio and it is a vehicle like Creta. It is not in a range of MG hector or Tata Harrier.
Read More" 5
"Kia's cars come with comparatively cheaper prices than of similar brands. But includes great looks and suspension in comparison to other cars of the segment. 
" 5
"Seltos is the best car in its segment. There can not be any better car than this. Every feature is just mind-blowing. Strongly recommended.
" 5
"The exterior and interior design are thought out for the Indian mind. The car scores on all fronts. The car is futuristic. It combines all the features at an affordable cost. Hope Kia motors provide good after-sales support and must make it easy (electronic) for the owners.
Read More" 5
"Kia Seltos is an amazing car in India. It is a wonderful vehicle which comes in classy looks and amazing features. I really love this car.
" 5
"Kia Seltos is a complete package vehicle under mid-segment SUV. The best part is its impeccable features that the car has to offer. Bravo Kia.
" 5
"Review" "Review_rating"
"One of the most futuristic-looking cars, in my opinion, it's better than MG Hector or the Tata Harrier, Seltos gives a very punchy performance and the power delivery is very linear you just have to press the gas pedal and the rpm meter goes right up to the 5000 rpm, mark it gives an excellent performance, hats off to Kia motors. The Kia Seltos is t...Read More" 5
"The iron sheet is very thin. Seems like the company did a compromise with quality to provide the cheapest Kia. The gap between suspensions and tyres is very low so there is a high possibility of getting damaged when it passes through the Indian speed breakers. Variant distribution is not proper. What does mean to launch 8 variants? Or HT variant is...Read More" 2
"Nice car, good looking, very good interior and exterior. I think it will rule the Indian auto market.
" 5
"The designing is fantastic with superb features in a budget-friendly option. It is the best car.
" 5
"Seltos is a very nice car. Comes with beautiful looks. 
" 5
"It is a new generation's electric car. Best in its segment.
" 1
"Must take a test drive of this car. I am really impressed with the design and features. Planning to buy its base variant. Very smooth to drive. Hope the range to be below 10 lakhs.
Read More" 5
"The car has amazing looks moreover the designing of the car is superb.
" 5
"Kia Seltos comes at a low price with extremely great looks, I really love this car.
" 5
"The car is not for just sitting inside and driving, in this car you will feel pleasure and comfort while driving. I really loved this car.
" 5
"The design was also nice. Good looking car. Used for all types of purpose and speed was also come.
" 5
"This car design is awesome and feature option is good and usefully. Quality is the best and very useful car.
" 5
"It is a nice comfortable car it is very satisfying. I think it will make me and all of you satisfied. 
" 5
"This is a great car. The features are good. The looks are nice. The driving is amazing.
" 5
"Excellent Car, Unique Drls , Good Interior and Exterior look, Value For Money, Good Body Built and Most importantly the company gives 7 years warranty over the vehicle
" 5
"This is a great car. The features are good in this price range. 
" 5
"It is a wonderful vehicle which comes in classy looks and amazing features. I really love this car.
" 5
"It is a good vehicle which comes with advanced technology and features and the looks of the car are like a premium car.
" 5
"Wonderful vehicle, classy look, and amazing features, Me and my family really enjoyed driving, so affordable also.
" 5
"The Looks of the car are pretty and elegant, I love this car and it is pocket-friendly, 
" 5
"Amazing and a perfect car for family and official use. The best car in a generation than other cars and at a very low price.
" 5
"If the price is between 10 to 14 lacs... every small SUV has to reduce their price... because Kia gives too good quality with facilities.. also the design is too cool.
" 5
"Kia Seltos will be definitely the game-changer in the Indian automobile industry. Much needed safety and feature-loaded upcoming car.
" 5
"Kia looks very stunning as per the estimated price range and feature-loaded .. definitely a yes if the company manages to open nationwide showrooms and service centre and ensures that they are here to stay and not just like launch some cars in India for a year or two and then wind up a business keeping the buyer.
Read More" 5
"The looks are stylish. The driving is smooth and comfortable. 
" 5
"The features are amazing. It is a great car in this reasonable price range. Overall it is the best car. 
" 4
"This is the best car in this segment. The power is amazing. The interior is nice. The looks are excellent. The features are impressive. 
" 5
"It comes in the best design along with loaded features in this segment.
" 5
"Amazing car. Perfect car for family and official use best car in a generation with low price.
" 5
"Its look is great. Nice colour and functions. Love to drive the car.
" 5
"Review" "Review_rating"
"I think seltos is good suv. It have nice design and nice colours engine is also good it give a powerful performance. It will be a great rivals to all others SUVs it all depends on it's price. Price is a main factor .if it's Price start from around 10 lakes then it will be a beast to others. Hope Kia starts a nice journey in India. Good luck to Kia....Read More" 5
"Looking good but could have been more futuristic. Space wise-looking good at par with existing market leaders.
" 4
"It's going to be a full package SUV with the best of features at this price.
" 5
"Astonishing design and features. First impression of SUV is impressive. 260 touchpoint will make customer's confidence high.1.4 turbocharged version in 7 DCT must have Bose sound and 360°camera as well as ventilated front seats. Infotainment system connected with UVO and HUD is amazing features.
Read More" 5
"It is the best cat that comes in sporty and classy looks, it has the best interior and exterior.
" 5
"It is a very attractive car with gorgeous looks, excellent features. The safety features are great and comes in affordable price.
" 5
"Best car with amazing dimensions and aggressive design line. Full with amazing features and enough amount of space.
" 5
"The car is totally value for money. It is luxurious, comfortable and host of features and technology.
" 5
"It looks beautiful, loaded with features, and best in price Mileage, shape, interior, exterior, comfort, safety, everything is best in this car. Many features are first in class, I think company should provide sunroof in the 2nd last top model (X). Overall it's the best car in this segment.
Read More" 5
"Kia Seltos is a very superior car, it has many features and its steering wheel is very sporty. The interior of the car is awesome with bigh screen and the mileage is great.
Read More" 5
"Nice designed car and full-fledged features and safety car perfect internet connectivity car and lastly superb.
" 5
"It is the best car ever I have saw. Most featured car in India.When it launches its demand will reach the sky. Will definitely give a premium feel. 
" 5
"Amazing car, it will definitely rule the automobile industry in India and the Indian market for sure. One great car with a powerfull engine. 
" 5
"This is a good car. The features are great. The looks are amazing. The safety features are impressive.
" 5
"Kia Seltos is looking dam amazing with excellent design. Safety features are just awesome, covered all the advanced features. Thumbs up to Kia
" 5
"I am eagerly waiting for this car.  
" 5
"I had used the Kia Optima and the car was fantastic. Kia Seltos looks and features are unmatched and Kia Seltos will be a great car.
" 5
"Great competition for Creta, a bit costly, but you get what you pay for, excellent quality and aggressive look with good practicality.
" 5
"Kia Seltos is a very good looking car, beautifully designed. It's a big competition for current mid SUV's.
" 5
"Kia Seltos is simply a superb car with excellent features. It is the world's best car I have seen till now.
" 5
"Seltos is surely a brand new stunner from Kia - The Seltos is going to give all its competition a run for its money. With such masculine looks in the overall scheme of things, the Kia is a beauty in all senses. The front of the car that sports chrome and diamond-shaped grille makes the car look it's best. The seamless flow down to the back of the c...Read More" 4
"This is a good SUV car in the segment. The looks are amazing.
" 4
"The car has excellent looks and is available in nice colours. Overall the car is great with modern equipment, tires, beautiful interiors, LED lights and chrome fittings also.
Read More" 5
"The car comes with very good looks, engine power, and other features are same as Mahindra XUV 300. The pricing of the car should be less than Mahindra XUV 300 or else it will be hard to compete in the Indian market.
Read More" 3
"Kia is a very nice car with a powerful engine, great features, interior, and exterior.
" 5
"One of the best SUV car in India with nice looks and design when compared to CretaThanks to Kia for bringing the great car in the Indian market
" 5
"Excellent looks The car can be a good competitor of Creta and hector the best selling cars in this segment. 
" 5
"Excellent features in this car also look very stylish.
" 5
"The car looks really good and promising to me. The headlights with DRLs along with adjustable seat are nice and the new turbo petrol engine is surely an eye-catcher.
" 5
"It is an excellent  car with great interior and exterior and comes with latest technology. It is spacious and very comfortable.
" 5
"Review" "Review_rating"
"Good car, comfortable seating, well interior and great pickup.
" 4
"Kia Seltos is an awesome car with a fabulous design and a powerful engine. Great comfortable seating and excellent ground clearance getting in this car.
" 5
"If price 10lac its best mileage and cheap and best quality car presently in India battery charging decrease the pollution.
" 5
"Kia Seltos has an awesome design, honestly speaking It has the most amazing looks ever.
" 5
"Kia Seltos is the most popular car in this segment. To be launching. I like this car and its features.
" 5
"It overcomes all the negative points from other cars. It Beats creta with Masculine and bold looks. It beats Jeep compass with the price and automatic options. It can also beat Tata Harrier in both prices and features. It will beat MG hector with an automatic option in diesel and price. It comes with BS6 engines.
Read More" 5
"This is a nice car. The looks are really good. 
" 5
"The looks are good. This is a really nice car. 
" 5
"The price of the car is equivalent to Creta but Kia with all premium segment features make this car excellent.
" 5
"Kia Seltos will be the number one selling car. It comes with awesome design and interior at a low price.
" 5
"Based on my onscreen review, one of the best SUV to hit the market with its maiden entry into the Indian market. As the images and video reveals it has everything that Creta lacks as far as exterior design is concerned especially the rear view. A big but well designed SUV Seltos touches deep to my heart with marvelous front, beating the MG Hector, ...Read More" 4
"This is a nice looking compact SUV car with an affordable price range. I am really excited about this car.
" 5
"Kia Seltos is the best and complete SUV car in India this is an excellent car.
" 5
"Kia Seltos is one of the best cars and it is the most awaited SUV.  The looks are dashing with a strong body. It will be available within an affordable price range. 
" 5
"One of the best segment with BS 6 Emissions. With HUD display, Ventilated seats, Air purifier & Build Quality...
" 5
"Kia Seltos is a good car. The looks are amazing. The features are nice. 
" 4
"Kia Seltos is an extraordinary car which will attract the SUV lover segment in India which is growing with a little pace and this car will definitely cater this SUV segment as the features and specifications this car is extremely awesome.
Read More" 5
"This car is a complete package with great features, design, and technology.
" 5
"Good design and futures the time of entry automobile is super. We expect more models in this segment.
" 5
"The looks are really stylish. It gives a comfortable driving experience. The engine is very smooth. 
" 2
"Kia Seltos is one of the best and the most AWAITING SUV is set to launch at the end of August. The car looks dashing with its bold look and strong body, THANKS TO KIA. Seltos will definitely challenge the best selling cars of India such as Creta and Harrier. Seltos will be available at a reasonable price between 11-17 lakhs. People must wait for th...Read More" 5
"Expected configuration interiors. Handsome exterior with front grill, day time running LEDs, Head Lamps, Edge smooth curvy bonnet. Perfect ground clearance. Fuel economy.
Read More" 5
"It is very nice and comfortable and looks is very good.. and maximum future and lots of people are like.
" 5
"Superb car for the Indian market. Will give tough competition to Hyundai Creta, Maruti Suzuki Breeza and S-Cross.
" 5
"The design of the car is awesome as Kia is entering the first time in the market so have to wait to see the results but the car specifications are good.
" 4
"Overall features, styling and the range available in engine options are commendable. Hats off to Kia motors for making such an amazing car for the Indian SUV lovers.
" 5
"Kia Seltos, one of the best and the most awaiting SUV is set to launch at the end of August. The car looks dashing with its bold look and strong body, Thanks to Kia. Seltos will definitely challenge the best selling cars of India such as Creta and Harrier. It will be available at a reasonable price between 11-17 lakhs. It is the most intelligent ca...Read More" 5
